项目批准号,项目类别,学科分类,项目名称,立项时间,项目负责人,专业职务,工作单位,单位类别,所属省市,所属系统,成果名称,成果形式,成果等级
10BZZ018,一般项目,政治学,党政干部分类管理制度研究,2010-06-17,魏姝,副高级,南京大学政府管理学院,211大学、985大学,江苏,高等院校、其他学校,从控制到治理绩效：中国党政干部分类管理制度改革研究,研究报告,良好,2016-11-23,20161867,0,2000-01-01,0,0
10CTQ027,青年项目,图书馆、情报与文献学,中文学术信息检索系统相关性集成研究,2010-06-17,成颖,副高级,南京大学信息管理系,211大学、985大学,江苏,高等院校、其他学校,中文学术信息检索系统相关性集成研究,论文集,合格,2016-11-23,20161865,0,2000-01-01,0,0
11CTQ037,青年项目,图书馆、情报与文献学,基于用户认知差异的检索系统人机交互过程及界面评估,2011-07-01,柯青,副高级,南京大学信息管理系,211大学、985大学,江苏,高等院校、其他学校,基于用户认知差异的检索系统人机交互过程及界面评估,论文集、研究报告,良好,2017-01-16,20170059,0,2000-01-01,0,0
10BXW024,一般项目,新闻学与传播学,大众传媒与新生代农民工城市适应研究,2010-06-17,郑欣,副高级,南京大学新闻传播学院,211大学、985大学,江苏,高等院校、其他学校,媒介延伸与新生代农民工城市适应研究,专著,良好,2017-02-15,20170267,0,2000-01-01,0,0
11BTJ004,一般项目,统计学,经济调查中抽样规模的确定方法及应用研究,2011-07-01,耿修林,正高级,南京大学商学院,211大学、985大学,江苏,高等院校、其他学校,经济调查中抽样规模的确定方法及应用研究,研究报告,合格,2016-12-15,20162008,0,2000-01-01,0,0
11BXW005,一般项目,新闻学与传播学,中国现代(1919-1949)图像新闻传播史研究,2011-07-01,韩丛耀,正高级,南京大学 新闻传播学院,211大学、985大学,江苏,高等院校、其他学校,中国现代图像新闻史：1919—1949,专著,优秀,2017-02-13,20170263,0,2000-01-01,0,0
12AZD041,重点项目,0,现阶段我国社会矛盾演变趋势、特征及对策研究,2012-08-20,朱力,正高级,南京大学,211大学、985大学,江苏,高等院校、其他学校,现阶段我国社会矛盾的演变趋势、特点及对策研究,专著,合格,2016-12-15,20162003,0,2000-01-01,0,0
12AJY001,重点项目,应用经济,我国企业劳动关系和谐指数构建与应用研究	,2012-05-14,于桂兰,正高级,吉林大学商学院,211大学、985大学,吉林,高等院校、其他学校,我国企业劳动关系和谐指数构建与应用研究,研究报告,良好,2016-12-15,20161998,0,2000-01-01,0,省社科优秀成果一等奖1
11BFX111,一般项目,法学,刑事诉讼证明模式研究,2011-07-01,闵春雷,正高级,吉林大学法学院,211大学、985大学,吉林,高等院校、其他学校,刑事诉讼证明模式研究,专著,良好,2016-11-11,20161830,0,2000-01-01,0,0
11BYY037,一般项目,语言学,汉语儿童早期范畴分类能力的发展研究,2011-07-01,曾涛,副高级,湖南大学外国语与国际教育学院,211大学、985大学,湖南,高等院校、其他学校,汉语儿童早期范畴分类能力的发展研究,研究报告,合格,2017-02-22,20170322,0,2000-01-01,0,0
12BKS091,一般项目,马列·科社,社会主义核心价值观在当代中国区域化构建的实践及经验研究	,2012-05-14,刘晓玲,正高级,湖南大学马克思主义学院,211大学、985大学,湖南,高等院校、其他学校,社会主义核心价值观的源与流研究,专著,良好,2016-12-07,20162037,0,2000-01-01,0,0
10AXW001,重点项目,新闻学与传播学,中国出版产业企业化及政策措施研究,2010-06-17,姚德权,正高级,湖南大学工商管理学院,211大学、985大学,湖南,高等院校、其他学校,中国出版业企业化路径与政策措施研究,专著,良好,2017-02-24,20170328,0,2000-01-01,0,0
12CYY050,青年项目,语言学,现代汉语语法研究文献语法要点整理及数据库研制	,2012-05-14,赫琳,正高级,武汉大学文学院,211大学、985大学,湖北,高等院校、其他学校,现代汉语语法学文献语法要点研究及数字化,数据库,合格,2017-01-10,20170105,0,2000-01-01,0,0
10CSS004,青年项目,世界历史,二十世纪五、六十年代美国联邦调查局对民权组织的监控研究,2010-06-17,谢国荣,副高级,武汉大学历史学院,211大学、985大学,湖北,高等院校、其他学校,美国联邦调查局对学生非暴力协调委员会的监控研究,专著,合格,2017-01-12,20170104,0,2000-01-01,0,0
11BFX082,一般项目,法学,构建两岸交往机制的法律问题研究,2011-07-01,周叶中,正高级,武汉大学法学院,211大学、985大学,湖北,高等院校、其他学校,两岸交往机制及其法律问题研究,专著、研究报告,优秀,2017-02-28,20170417,0,2000-01-01,0,0
11AZD017,重点项目,0,文化产品创作生产引导机制建设研究,2011-10-10,方卿,正高级,武汉大学,211大学、985大学,湖北,高等院校、其他学校,出版价值引导研究,专著,良好,2017-01-18,20170111,0,2000-01-01,0,0
11ASH002,重点项目,社会学,社会变迁视角下当代中国农地制度发展与改革研究,2011-07-01,吴毅,正高级,华中科技大学社会学系,211大学、985大学,湖北,高等院校、其他学校,世纪之摆——当代中国农地制度变迁考察,论文集,0,2017-01-18,20170110,0,2000-01-01,0,0
10BGL092,一般项目,管理学,地方经济发展与基本公共卫生服务均等化研究,2010-06-17,王芳,副高级,华中科技大学,211大学、985大学,湖北,高等院校、其他学校,地方经济发展与基本公共卫生服务均等化研究,论文集、研究报告,合格,2016-12-15,20162032,0,2000-01-01,0,0
12CTQ011,青年项目,图书馆、情报与文献学,公民权视域的社会弱势群体公共信息服务权益研究	,2012-05-14,张靖,副高级,中山大学资讯管理学院,211大学、985大学,广东,高等院校、其他学校,包容与归属：公民权视域的社会弱势群体公共文化信息服务权益研究,论文集,合格,2016-11-21,20161913,0,2000-01-01,0,0
10BZW043,一般项目,中国文学,宋代乐语研究,2010-06-17,彭玉平,正高级,中山大学中文系,211大学、985大学,广东,高等院校、其他学校,宋代乐语研究,专著,优秀,2017-02-24,20170338,0,2000-01-01,0,0
11CZZ040,青年项目,政治学,我国城市户籍制度改革的不同路径比较分析研究,2011-07-01,王清,中级,中山大学政治与公共事务管理学院,211大学、985大学,广东,高等院校、其他学校,我国户籍制度改革的不同路径比较分析,专著,合格,2017-02-07,20170334,0,2000-01-01,0,0
10CGL041,青年项目,管理学,我国独立董事声誉机制研究,2010-06-17,陈艳,中级,中山大学岭南学院,211大学、985大学,广东,高等院校、其他学校,我国独立董事声誉激励机制研究；独立董事声誉与大股东对独立董事的选聘偏好,论文集、研究报告,合格,2016-11-21,20161910,0,2000-01-01,0,0
12BXW035,一般项目,新闻学与传播学,孔子学院跨文化传播影响力研究	,2012-05-14,安然,正高级,华南理工大学国际教育学院,211大学、985大学,广东,高等院校、其他学校,孔子学院跨文化传播影响力研究,专著,良好,2017-02-22,20170331,0,2000-01-01,0,0
11XZZ005,西部项目,政治学,村级组织与宗教组织协调下的乡村治理研究,2011-07-01,李宝刚,副高级,兰州大学政治与行政学院,211大学、985大学,甘肃,高等院校、其他学校,村级组织与宗教组织协调下的乡村治理研究——基于甘青保安族撒拉族村庄的实证研究,研究报告,合格,2017-01-16,20170159,0,2000-01-01,0,0
11BMZ001,一般项目,民族问题研究,当前网络民族主义思潮的功能与影响评析,2011-07-01,卜建华,副高级,兰州大学西北少数民族研究中心,211大学、985大学,甘肃,高等院校、其他学校,当前网络民族主义思潮的功能与影响评析,专著,合格,2017-01-16,20170160,0,2000-01-01,0,0
10CZS010,青年项目,中国历史,6-10世纪敦煌地区抄经史,2010-06-17,赵青山,中级,兰州大学,211大学、985大学,甘肃,高等院校、其他学校,6—10世纪敦煌地区抄经史,专著,优秀,2016-11-25,20161963,0,2000-01-01,0,0
10CZW046,青年项目,中国文学,中国现当代文学的话语体系研究,2010-06-17,郑国庆,副高级,厦门大学中国语言文学系,211大学、985大学,福建,高等院校、其他学校,中国现当代文学话语体系研究:美学·政治·市场,专著,合格,2016-11-14,20161884,0,2000-01-01,0,0
10BZS059,一般项目,中国历史,明清时期西北太平洋热带气旋与东南沿海基层社会应对机制研究,2010-06-17,李智君,副高级,厦门大学人文学院历史系,211大学、985大学,福建,高等院校、其他学校,明清时期西北太平洋热带气旋与东南沿海基层社会应对机制研究,专著,合格,2017-02-13,20170281,0,2000-01-01,0,0
11CZZ003,青年项目,政治学,当代中国社会底层政治信任研究,2011-07-01,李艳霞,副高级,厦门大学公共事务学院,211大学、985大学,福建,高等院校、其他学校,当代中国社会底层政治信任研究：以六城市外来工和社会低收入群体为考察对象,专著,合格,2017-02-07,20170283,0,2000-01-01,0,"《论当代中国政治学研究类型与领域分析》,福建省第十一届社会科学优秀成果三等奖"
11CSH019,青年项目,社会学,城市公众应对环境风险的能力及行为研究,2011-07-01,龚文娟,中级,厦门大学公共事务学院,211大学、985大学,福建,高等院校、其他学校,城市公众应对环境风险的能力及行为研究——以北京、重庆和厦门三地城市生活垃圾处理为例,研究报告,合格,2017-02-13,20170284,0,2000-01-01,0,阶段性成果获福建省第十一届社会科学优秀成果奖二等奖
11CSH019,青年项目,社会学,城市公众应对环境风险的能力及行为研究,2011-07-01,龚文娟,中级,厦门大学公共事务学院,211大学、985大学,福建,高等院校、其他学校,城市公众应对环境风险的能力及行为研究——以北京、重庆和厦门三地城市生活垃圾处理为例,研究报告,合格,2017-02-13,20170284,0,2000-01-01,0,0
12CJY097,青年项目,应用经济,财政分权、包容性增长与治理研究	,2012-05-14,黄君洁,副高级,厦门大学公共事务学院,211大学、985大学,福建,高等院校、其他学校,0,0,0,2000-01-01,0,0,2000-01-01,0,0
12CJY097,青年项目,应用经济,财政分权、包容性增长与治理研究	,2012-05-14,黄君洁,副高级,厦门大学公共事务学院,211大学、985大学,福建,高等院校、其他学校,财政分权、包容性增长与治理研究,研究报告,良好,2017-02-07,20170287,0,2000-01-01,0,0
12BFX081,一般项目,法学,海上钻井平台油污损害赔偿责任机制研究	,2012-05-14,何丽新,正高级,厦门大学法学院,211大学、985大学,福建,高等院校、其他学校,海上钻井平台油污损害赔偿责任机制研究,专著,合格,2017-01-10,20170074,0,2000-01-01,0,0
11CFX064,青年项目,法学,大国视野下中国国际法的若干基础理论问题研究,2011-07-01,蔡从燕,正高级,厦门大学法学院,211大学、985大学,福建,高等院校、其他学校,中国崛起与国际法,专著,合格,2016-12-15,20162018,0,2000-01-01,0,第十届福建省社科优秀成果二等奖
15BFX183,一般项目,法学,国际关系与国际法跨学科研究,2015-06-16,刘志云,正高级,厦门大学,211大学、985大学,福建,高等院校、其他学校,国际关系与国际法跨学科研究：探索与展望,专著,良好,2016-12-15,20162022,0,2000-01-01,0,0
12CSH014,青年项目,社会学,流动儿童对立违抗行为及其对城市适应与融入的影响	,2012-05-14,蔺秀云,中级,北京师范大学心理学院,211大学、985大学,0,高等院校、其他学校,流动儿童对立违抗行为及其对城市适应与融入的影响,论文集研究报告,合格,2017-03-01,20170419,0,2000-01-01,0,0
